place_id,entity_id,latitude,longitude,geometry_wkt,geometry_geojson,geometry_role,location_certainty,location_precision,modern_country_el,modern_country_en,country_iso3,country_iso2,modern_locality,coordinate_source_text,spatial_note_el,spatial_note_en,source_id,review_state
place-sanctuary-priene-athena-polias-sanctuary,sanctuary-priene-athena-polias-sanctuary,37.65924143,27.29661487,POINT (27.29661487 37.65924143),"{""coordinates"":[27.29661487,37.65924143],""type"":""Point""}",site,high,exact,Τουρκία,Turkey,TUR,TR,Güllübahçe,Pleiades representative point,,,src-pleiades-298577312,reviewed
place-sanctuary-rhodes-zeus-atabyrios-sanctuary,sanctuary-rhodes-zeus-atabyrios-sanctuary,36.2068373,27.86460035,POINT (27.86460035 36.2068373),"{""coordinates"":[27.86460035,36.2068373],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Mount Atavyros, Rhodes",Pleiades representative point,,,src-pleiades-590099,reviewed
place-sanctuary-samos-heraion,sanctuary-samos-heraion,37.67196784,26.88591701,POINT (26.88591701 37.67196784),"{""coordinates"":[26.88591701,37.67196784],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Ireon, Samos",Pleiades representative point,,,src-pleiades-599641,reviewed
place-sanctuary-samothrace-great-gods-sanctuary,sanctuary-samothrace-great-gods-sanctuary,40.50081363,25.53017343,POINT (25.53017343 40.50081363),"{""coordinates"":[25.53017343,40.50081363],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Paleopoli, Samothrace",Pleiades representative point,,,src-pleiades-501511,reviewed
place-sanctuary-sardis-artemis-sanctuary,sanctuary-sardis-artemis-sanctuary,38.47976506,28.03117478,POINT (28.03117478 38.47976506),"{""coordinates"":[28.03117478,38.47976506],""type"":""Point""}",site,high,exact,Τουρκία,Turkey,TUR,TR,Sart,Pleiades representative point,,,src-pleiades-66376536,reviewed
place-sanctuary-segesta-doric-temple-sanctuary,sanctuary-segesta-doric-temple-sanctuary,37.94147,12.832405,POINT (12.832405 37.94147),"{""coordinates"":[12.832405,37.94147],""type"":""Point""}",site,medium,exact,Ιταλία,Italy,ITA,IT,Calatafimi-Segesta,Pleiades representative point,,,src-pleiades-963441586,needs_review
place-sanctuary-selinous-demeter-malophoros-sanctuary,sanctuary-selinous-demeter-malophoros-sanctuary,37.58686508,12.81694173,POINT (12.81694173 37.58686508),"{""coordinates"":[12.81694173,37.58686508],""type"":""Point""}",site,high,exact,Ιταλία,Italy,ITA,IT,Marinella di Selinunte,Pleiades representative point,,,src-pleiades-502577471,reviewed
place-sanctuary-siwa-amun-zeus-oracle,sanctuary-siwa-amun-zeus-oracle,29.2051738,25.54350736,POINT (25.54350736 29.2051738),"{""coordinates"":[25.54350736,29.2051738],""type"":""Point""}",site,high,exact,Αίγυπτος,Egypt,EGY,EG,"Aghurmi, Siwa Oasis",Pleiades representative point,,,src-pleiades-716520,reviewed
place-sanctuary-smintheion-apollo-sanctuary,sanctuary-smintheion-apollo-sanctuary,39.5362071,26.1177415,POINT (26.1177415 39.5362071),"{""coordinates"":[26.1177415,39.5362071],""type"":""Point""}",site,high,exact,Τουρκία,Turkey,TUR,TR,Gülpınar,Pleiades representative point,,,src-pleiades-550892,reviewed
place-sanctuary-sounion-poseidon-sanctuary,sanctuary-sounion-poseidon-sanctuary,37.65021167,24.02458985,POINT (24.02458985 37.65021167),"{""coordinates"":[24.02458985,37.65021167],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Sounio,Pleiades representative point,,,src-pleiades-580086,reviewed
place-sanctuary-syracuse-apollo-sanctuary,sanctuary-syracuse-apollo-sanctuary,37.06391256,15.29302272,POINT (15.29302272 37.06391256),"{""coordinates"":[15.29302272,37.06391256],""type"":""Point""}",site,high,exact,Ιταλία,Italy,ITA,IT,"Ortygia, Syracuse",Pleiades representative point,,,src-pleiades-418729933,reviewed
place-sanctuary-tegea-athena-alea-sanctuary,sanctuary-tegea-athena-alea-sanctuary,37.45548013,22.4203967,POINT (22.4203967 37.45548013),"{""coordinates"":[22.4203967,37.45548013],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Alea, Tripoli",Pleiades representative point,,,src-pleiades-372843530,reviewed
place-sanctuary-thermon-apollo-sanctuary,sanctuary-thermon-apollo-sanctuary,38.55975222,21.66809773,POINT (21.66809773 38.55975222),"{""coordinates"":[21.66809773,38.55975222],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Thermo,Pleiades representative point,,,src-pleiades-728329645,reviewed
place-sanctuary-tinos-poseidon-amphitrite-sanctuary,sanctuary-tinos-poseidon-amphitrite-sanctuary,37.55168814,25.14288517,POINT (25.14288517 37.55168814),"{""coordinates"":[25.14288517,37.55168814],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Kionia, Tinos",Pleiades representative point,,,src-pleiades-590006,reviewed
