place_id,entity_id,latitude,longitude,geometry_wkt,geometry_geojson,geometry_role,location_certainty,location_precision,modern_country_el,modern_country_en,country_iso3,country_iso2,modern_locality,coordinate_source_text,spatial_note_el,spatial_note_en,source_id,review_state
place-kingdom-macedon-argead,kingdom-macedon-argead,40.4811,22.313,POINT (22.313 40.4811),"{""coordinates"":[22.313,40.4811],""type"":""Point""}",representative_center,high,unknown,Ελλάδα,Greece,GRC,GR,,whc.unesco.org,"Το σημείο αποδίδει τις Αιγές ως πρώτη πρωτεύουσα και δυναστικό κέντρο, όχι τα μεταβαλλόμενα σύνορα της Μακεδονίας· τα πολύγωνα θα αποθηκευθούν χωριστά.",The point marks Aigai as a representative centre; it does not represent the polity's territorial extent.,src-whc-0aeb662441d4,reviewed
place-kingdom-macedon-kassandrid,kingdom-macedon-kassandrid,40.7612,22.526,POINT (22.526 40.7612),"{""coordinates"":[22.526,40.7612],""type"":""Point""}",representative_center,high,unknown,Ελλάδα,Greece,GRC,GR,,www.metmuseum.org,"Το σημείο αποδίδει την Πέλλα ως πρωτεύουσα, όχι τα σύνορα του βασιλείου· οι εδαφικές μεταβολές των πολέμων των Διαδόχων θα αποδοθούν σε ξεχωριστό GeoJSON.",The point marks Pella as a representative centre; it does not represent the polity's territorial extent.,src-metmuseum-50fe20dc493f,reviewed
place-kingdom-mycenae-palatial,kingdom-mycenae-palatial,37.7305,22.7562,POINT (22.7562 37.7305),"{""coordinates"":[22.7562,37.7305],""type"":""Point""}",representative_center,high,unknown,Ελλάδα,Greece,GRC,GR,,whc.unesco.org,"Το σημείο αποδίδει την ακρόπολη και το ανάκτορο των Μυκηνών, όχι την εδαφική έκταση· τα χρονοεξαρτώμενα εδαφικά πολύγωνα θα τηρούνται σε ξεχωριστό GeoJSON.",The point marks Mycenae as a representative centre; it does not represent the polity's territorial extent.,src-whc-20fbbfc3302f,reviewed
place-kingdom-orchomenos-palatial,kingdom-orchomenos-palatial,38.4928,22.9794,POINT (22.9794 38.4928),"{""coordinates"":[22.9794,38.4928],""type"":""Point""}",representative_center,high,unknown,Ελλάδα,Greece,GRC,GR,,www.mthv.gr,"Το σημείο αποδίδει το ανακτορικό κέντρο του Ορχομενού, όχι υποθετική επικράτεια· τυχόν εδαφικά πολύγωνα θα δημοσιευθούν χωριστά.",The point marks Orchomenos of Boeotia as a representative centre; it does not represent the polity's territorial extent.,src-mthv-3f5f755ed462,reviewed
place-kingdom-paphos-cyprus,kingdom-paphos-cyprus,34.7084,32.573,POINT (32.573 34.7084),"{""coordinates"":[32.573,34.7084],""type"":""Point""}",representative_center,high,unknown,Κύπρος,Cyprus,CYP,CY,,websites.ucy.ac.cy,"Το σημείο αποδίδει την Παλαίπαφο ως αρχικό βασιλικό και λατρευτικό κέντρο, όχι την επικράτεια· τα εδαφικά πολύγωνα θα δημοσιευθούν χωριστά.",The point marks Palaepaphos (Kouklia) as a representative centre; it does not represent the polity's territorial extent.,src-websites-d5246844b076,reviewed
place-kingdom-pontus-mithridatid,kingdom-pontus-mithridatid,42.0266,35.1517,POINT (35.1517 42.0266),"{""coordinates"":[35.1517,42.0266],""type"":""Point""}",representative_center,high,unknown,Τουρκία,Turkey,TUR,TR,,www.metmuseum.org,Το σημείο αποδίδει τη Σινώπη ως κύρια ύστερη πρωτεύουσα και όχι την αρχική έδρα στην Αμάσεια ή τα μεταβαλλόμενα σύνορα· τα πολύγωνα θα είναι ξεχωριστά.,The point marks Sinope as a representative centre; it does not represent the polity's territorial extent.,src-metmuseum-50fe20dc493f,reviewed
place-kingdom-ptolemaic-egypt,kingdom-ptolemaic-egypt,31.2001,29.9187,POINT (29.9187 31.2001),"{""coordinates"":[29.9187,31.2001],""type"":""Point""}",representative_center,high,unknown,Αίγυπτος,Egypt,EGY,EG,,www.metmuseum.org,"Το σημείο αποδίδει την Αλεξάνδρεια ως πρωτεύουσα, όχι τα υπερπόντια κτήματα και τις μεταβαλλόμενες κτήσεις· αυτά απαιτούν ξεχωριστά χρονολογημένα πολύγωνα.",The point marks Alexandria as a representative centre; it does not represent the polity's territorial extent.,src-metmuseum-9200258a95cb,reviewed
place-kingdom-pylos-palatial,kingdom-pylos-palatial,37.0286,21.6956,POINT (21.6956 37.0286),"{""coordinates"":[21.6956,37.0286],""type"":""Point""}",representative_center,high,unknown,Ελλάδα,Greece,GRC,GR,,odysseus.culture.gr,"Το σημείο αποδίδει το ανάκτορο στον Άνω Εγκλιανό, όχι το σύνολο της επικράτειας· τα εδαφικά πολύγωνα θα αποτελέσουν ξεχωριστό χρονολογημένο GeoJSON.","The point marks Palace of Nestor, Ano Eglianos as a representative centre; it does not represent the polity's territorial extent.",src-odysseus-00e2d87ae4a8,reviewed
place-kingdom-salamis-cyprus,kingdom-salamis-cyprus,35.1853,33.9014,POINT (33.9014 35.1853),"{""coordinates"":[33.9014,35.1853],""type"":""Point""}",representative_center,high,unknown,Κύπρος,Cyprus,CYP,CY,,www.uni-muenster.de,"Το σημείο αποδίδει την αρχαία Σαλαμίνα ως βασιλικό κέντρο, όχι τα μεταβαλλόμενα όρια του βασιλείου· τα πολύγωνα θα αποθηκευθούν χωριστά.","The point marks Salamis, Cyprus as a representative centre; it does not represent the polity's territorial extent.",src-uni-muenster-0a0030be4d2a,reviewed
place-kingdom-seleucid,kingdom-seleucid,36.2021,36.1609,POINT (36.1609 36.2021),"{""coordinates"":[36.1609,36.2021],""type"":""Point""}",representative_center,high,unknown,Τουρκία,Turkey,TUR,TR,,www.metmuseum.org,"Το σημείο αποδίδει την Αντιόχεια ως κύρια δυτική πρωτεύουσα, όχι ολόκληρη την αυτοκρατορία· η Σελεύκεια και οι εδαφικές φάσεις θα συνδεθούν με ξεχωριστά γεωμετρικά δεδομένα.",The point marks Antioch on the Orontes as a representative centre; it does not represent the polity's territorial extent.,src-metmuseum-31540f5687cf,reviewed
place-kingdom-syracuse-agathocles,kingdom-syracuse-agathocles,37.0608,15.2926,POINT (15.2926 37.0608),"{""coordinates"":[15.2926,37.0608],""type"":""Point""}",representative_center,high,unknown,Ιταλία,Italy,ITA,IT,,www.britishmuseum.org,"Το σημείο αποδίδει τις Συρακούσες ως πρωτεύουσα, όχι όλες τις σικελικές και υπερπόντιες κτήσεις του Αγαθοκλή· τα πολύγωνα θα είναι ξεχωριστά ανά εκστρατευτική φάση.",The point marks Syracuse as a representative centre; it does not represent the polity's territorial extent.,src-britishmuseum-073d3f0a8ae4,reviewed
place-kingdom-syracuse-hieron-ii,kingdom-syracuse-hieron-ii,37.0608,15.2926,POINT (15.2926 37.0608),"{""coordinates"":[15.2926,37.0608],""type"":""Point""}",representative_center,high,unknown,Ιταλία,Italy,ITA,IT,,www.britishmuseum.org,"Το σημείο αποδίδει τις Συρακούσες ως πρωτεύουσα, όχι την ελεγχόμενη νοτιοανατολική Σικελία· τα εδαφικά πολύγωνα θα τηρούνται χωριστά.",The point marks Syracuse as a representative centre; it does not represent the polity's territorial extent.,src-britishmuseum-d101eb623c92,reviewed
place-kingdom-thebes-palatial,kingdom-thebes-palatial,38.325,23.3189,POINT (23.3189 38.325),"{""coordinates"":[23.3189,38.325],""type"":""Point""}",representative_center,high,unknown,Ελλάδα,Greece,GRC,GR,,www.mthv.gr,"Το σημείο αποδίδει το ανακτορικό συγκρότημα στην Καδμεία, όχι τα όρια της θηβαϊκής εξουσίας· τα πολύγωνα θα είναι ξεχωριστά και χρονολογημένα.","The point marks Cadmeia, Thebes as a representative centre; it does not represent the polity's territorial extent.",src-mthv-3f5f755ed462,reviewed
place-kingdom-tiryns-palatial,kingdom-tiryns-palatial,37.6,22.8,POINT (22.8 37.6),"{""coordinates"":[22.8,37.6],""type"":""Point""}",representative_center,high,unknown,Ελλάδα,Greece,GRC,GR,,whc.unesco.org,"Το σημείο αποδίδει την οχυρωμένη ακρόπολη και το ανάκτορο της Τίρυνθας, όχι επικράτεια· τα εδαφικά πολύγωνα θα τηρούνται χωριστά.",The point marks Tiryns as a representative centre; it does not represent the polity's territorial extent.,src-whc-20fbbfc3302f,reviewed
place-sanctuary-aegina-aphaia-sanctuary,sanctuary-aegina-aphaia-sanctuary,37.75437629,23.53324757,POINT (23.53324757 37.75437629),"{""coordinates"":[23.53324757,37.75437629],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Agia Marina, Aegina",Pleiades representative point,,,src-pleiades-579872,reviewed
place-sanctuary-akragas-concordia-temple-sanctuary,sanctuary-akragas-concordia-temple-sanctuary,37.28965596,13.59207237,POINT (13.59207237 37.28965596),"{""coordinates"":[13.59207237,37.28965596],""type"":""Point""}",site,medium,exact,Ιταλία,Italy,ITA,IT,Agrigento,Pleiades representative point,,,src-pleiades-943504072,needs_review
place-sanctuary-alexandria-serapeum,sanctuary-alexandria-serapeum,31.181944,29.896944,POINT (29.896944 31.181944),"{""coordinates"":[29.896944,31.181944],""type"":""Point""}",site,high,exact,Αίγυπτος,Egypt,EGY,EG,Alexandria,Pleiades representative point,,,src-pleiades-182618516,reviewed
place-sanctuary-amyklaion-apollo-sanctuary,sanctuary-amyklaion-apollo-sanctuary,37.03631128,22.45026506,POINT (22.45026506 37.03631128),"{""coordinates"":[22.45026506,37.03631128],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Amykles,Pleiades representative point,,,src-pleiades-73644851,reviewed
place-sanctuary-aphrodisias-aphrodite-sanctuary,sanctuary-aphrodisias-aphrodite-sanctuary,37.70971883,28.72318902,POINT (28.72318902 37.70971883),"{""coordinates"":[28.72318902,37.70971883],""type"":""Point""}",site,high,unknown,Τουρκία,Turkey,TUR,TR,Geyre,aphrodisias-excavations.com,,,src-aphrodisias-excavations-c69862729c7d,reviewed
place-sanctuary-apollonia-pontica-apollo-ietros-sanctuary,sanctuary-apollonia-pontica-apollo-ietros-sanctuary,42.4261,27.6938,POINT (27.6938 42.4261),"{""coordinates"":[27.6938,42.4261],""type"":""Point""}",proxy,medium,exact,Βουλγαρία,Bulgaria,BGR,BG,"St. Kirik Island, Sozopol",curated point linked to Pleiades place,Το σημείο είναι προσεγγιστικός χωρικός δείκτης του ιερού μέσα στην αρχαία πόλη και όχι ανεξάρτητα αποτυπωμένο περίγραμμα του μνημείου.,The point is an approximate spatial marker for the sanctuary within the ancient settlement; it is not a surveyed footprint of the monument.,src-pleiades-216706,needs_review
place-sanctuary-argive-heraion,sanctuary-argive-heraion,37.69209411,22.77477164,POINT (22.77477164 37.69209411),"{""coordinates"":[22.77477164,37.69209411],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Neo Ireo,Pleiades representative point,,,src-pleiades-570289,reviewed
place-sanctuary-athens-acropolis-sacred-center,sanctuary-athens-acropolis-sacred-center,37.97164709,23.7264385,POINT (23.7264385 37.97164709),"{""coordinates"":[23.7264385,37.97164709],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Athens,Pleiades representative point,,,src-pleiades-638356144,reviewed
place-sanctuary-bassae-apollo-epikourios,sanctuary-bassae-apollo-epikourios,37.42964395,21.90032237,POINT (21.90032237 37.42964395),"{""coordinates"":[21.90032237,37.42964395],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Skliros,Pleiades representative point,,,src-pleiades-570148,reviewed
place-sanctuary-brauron-artemis-sanctuary,sanctuary-brauron-artemis-sanctuary,37.92615476,23.99371274,POINT (23.99371274 37.92615476),"{""coordinates"":[23.99371274,37.92615476],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Vravrona,Pleiades representative point,,,src-pleiades-579879,reviewed
place-sanctuary-chersonesos-parthenos-sanctuary,sanctuary-chersonesos-parthenos-sanctuary,44.61222,33.49116,POINT (33.49116 44.61222),"{""coordinates"":[33.49116,44.61222],""type"":""Point""}",site,medium,unknown,Ουκρανία,Ukraine,UKR,UA,Sevastopol,whc.unesco.org,,,src-whc-9f55cde04df6,needs_review
place-sanctuary-claros-apollo-oracle,sanctuary-claros-apollo-oracle,38.00473241,27.19296631,POINT (27.19296631 38.00473241),"{""coordinates"":[27.19296631,38.00473241],""type"":""Point""}",site,high,exact,Τουρκία,Turkey,TUR,TR,Ahmetbeyli,Pleiades representative point,,,src-pleiades-599719,reviewed
place-sanctuary-crete-idaion-antron,sanctuary-crete-idaion-antron,35.2082103,24.8289925,POINT (24.8289925 35.2082103),"{""coordinates"":[24.8289925,35.2082103],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Nida Plateau, Crete",Pleiades representative point,,,src-pleiades-589817,reviewed
place-sanctuary-crete-iuktas-peak-sanctuary,sanctuary-crete-iuktas-peak-sanctuary,35.29160551,25.11438939,POINT (25.11438939 35.29160551),"{""coordinates"":[25.11438939,35.29160551],""type"":""Point""}",site,high,approximate,Ελλάδα,Greece,GRC,GR,"Mount Juktas, Archanes",Pleiades representative point,,,src-pleiades-559217802,reviewed
place-sanctuary-croton-hera-lacinia-sanctuary,sanctuary-croton-hera-lacinia-sanctuary,39.0276924,17.20494715,POINT (17.20494715 39.0276924),"{""coordinates"":[17.20494715,39.0276924],""type"":""Point""}",site,high,exact,Ιταλία,Italy,ITA,IT,"Capo Colonna, Crotone",Pleiades representative point,,,src-pleiades-452332,reviewed
place-sanctuary-cyrene-apollo-sanctuary,sanctuary-cyrene-apollo-sanctuary,32.82351143,21.85251663,POINT (21.85251663 32.82351143),"{""coordinates"":[21.85251663,32.82351143],""type"":""Point""}",site,high,exact,Λιβύη,Libya,LBY,LY,Shahat,Pleiades representative point,,,src-pleiades-464482220,reviewed
place-sanctuary-cyrene-zeus-sanctuary,sanctuary-cyrene-zeus-sanctuary,32.82234007,21.86244367,POINT (21.86244367 32.82234007),"{""coordinates"":[21.86244367,32.82234007],""type"":""Point""}",site,high,exact,Λιβύη,Libya,LBY,LY,Shahat,Pleiades representative point,,,src-pleiades-103565779,reviewed
place-sanctuary-delos-apollo-sanctuary,sanctuary-delos-apollo-sanctuary,37.3993075,25.268868,POINT (25.268868 37.3993075),"{""coordinates"":[25.268868,37.3993075],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Delos,Pleiades representative point,,,src-pleiades-599506,reviewed
place-sanctuary-delphi-apollo-sanctuary,sanctuary-delphi-apollo-sanctuary,38.482289,22.501169,POINT (22.501169 38.482289),"{""coordinates"":[22.501169,38.482289],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Delphi,Pleiades representative point,,,src-pleiades-540726,reviewed
place-sanctuary-delphi-athena-pronaia-sanctuary,sanctuary-delphi-athena-pronaia-sanctuary,38.48012669,22.5083745,POINT (22.5083745 38.48012669),"{""coordinates"":[22.5083745,38.48012669],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Delphi,Pleiades representative point,,,src-pleiades-513711610,reviewed
place-sanctuary-despotiko-apollo-sanctuary,sanctuary-despotiko-apollo-sanctuary,36.97026271,25.01547138,POINT (25.01547138 36.97026271),"{""coordinates"":[25.01547138,36.97026271],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Mandra, Despotiko",Pleiades representative point,,,src-pleiades-854812387,reviewed
place-sanctuary-didyma-apollo-oracle,sanctuary-didyma-apollo-oracle,37.38496812,27.25638824,POINT (27.25638824 37.38496812),"{""coordinates"":[27.25638824,37.38496812],""type"":""Point""}",site,high,exact,Τουρκία,Turkey,TUR,TR,Didim,Pleiades representative point,,,src-pleiades-599593,reviewed
place-sanctuary-dodona-zeus-oracle,sanctuary-dodona-zeus-oracle,39.54643627,20.78773144,POINT (20.78773144 39.54643627),"{""coordinates"":[20.78773144,39.54643627],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Dodoni,Pleiades representative point,,,src-pleiades-530843,reviewed
place-sanctuary-eleusis-demeter-sanctuary,sanctuary-eleusis-demeter-sanctuary,38.04144845,23.53759132,POINT (23.53759132 38.04144845),"{""coordinates"":[23.53759132,38.04144845],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Elefsina,Pleiades representative point,,,src-pleiades-579910,reviewed
place-sanctuary-ephesus-artemis-sanctuary,sanctuary-ephesus-artemis-sanctuary,37.9497522,27.36372473,POINT (27.36372473 37.9497522),"{""coordinates"":[27.36372473,37.9497522],""type"":""Point""}",site,high,exact,Τουρκία,Turkey,TUR,TR,Selçuk,Pleiades representative point,,,src-pleiades-873985034,reviewed
place-sanctuary-epidauros-asklepios-sanctuary,sanctuary-epidauros-asklepios-sanctuary,37.59830234,23.07426419,POINT (23.07426419 37.59830234),"{""coordinates"":[23.07426419,37.59830234],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Lygourio,Pleiades representative point,,,src-pleiades-570127,reviewed
place-sanctuary-foce-del-sele-heraion,sanctuary-foce-del-sele-heraion,40.48838686,14.97002056,POINT (14.97002056 40.48838686),"{""coordinates"":[14.97002056,40.48838686],""type"":""Point""}",site,high,exact,Ιταλία,Italy,ITA,IT,"Foce del Sele, Capaccio Paestum",Pleiades representative point,,,src-pleiades-442610,reviewed
place-sanctuary-golgoi-aphrodite-sanctuary,sanctuary-golgoi-aphrodite-sanctuary,35.087379,33.620066,POINT (33.620066 35.087379),"{""coordinates"":[33.620066,35.087379],""type"":""Point""}",site,medium,exact,Κύπρος,Cyprus,CYP,CY,Athienou area,Pleiades representative point,,,src-pleiades-707470,needs_review
place-sanctuary-gyroulas-demeter-sanctuary,sanctuary-gyroulas-demeter-sanctuary,37.02911178,25.43123428,POINT (25.43123428 37.02911178),"{""coordinates"":[25.43123428,37.02911178],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Sangri, Naxos",Pleiades representative point,,,src-pleiades-599631,reviewed
place-sanctuary-hierapolis-ploutonion,sanctuary-hierapolis-ploutonion,37.926248,29.1270484,POINT (29.1270484 37.926248),"{""coordinates"":[29.1270484,37.926248],""type"":""Point""}",site,high,exact,Τουρκία,Turkey,TUR,TR,Pamukkale,Pleiades representative point,,,src-pleiades-232079424,reviewed
place-sanctuary-histria-sacred-zone,sanctuary-histria-sacred-zone,44.54779,28.77513,POINT (28.77513 44.54779),"{""coordinates"":[28.77513,44.54779],""type"":""Point""}",proxy,medium,exact,Ρουμανία,Romania,ROU,RO,"Istria, Constanța County",Pleiades representative point,Το σημείο είναι προσεγγιστικός χωρικός δείκτης του ιερού μέσα στην αρχαία πόλη και όχι ανεξάρτητα αποτυπωμένο περίγραμμα του μνημείου.,The point is an approximate spatial marker for the sanctuary within the ancient settlement; it is not a surveyed footprint of the monument.,src-pleiades-216839,needs_review
place-sanctuary-hyria-dionysos-sanctuary,sanctuary-hyria-dionysos-sanctuary,37.07762788,25.38067653,POINT (25.38067653 37.07762788),"{""coordinates"":[25.38067653,37.07762788],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Yria, Naxos",Pleiades representative point,,,src-pleiades-599661,reviewed
place-sanctuary-isthmia-poseidon-sanctuary,sanctuary-isthmia-poseidon-sanctuary,37.9158035,22.9931345,POINT (22.9931345 37.9158035),"{""coordinates"":[22.9931345,37.9158035],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Kyra Vrysi, Isthmia",Pleiades representative point,,,src-pleiades-570316,reviewed
place-sanctuary-kalapodi-artemis-apollo-sanctuary,sanctuary-kalapodi-artemis-apollo-sanctuary,38.63651295,22.89541692,POINT (22.89541692 38.63651295),"{""coordinates"":[22.89541692,38.63651295],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Kalapodi,Pleiades representative point,,,src-pleiades-955675680,reviewed
place-sanctuary-kos-asklepieion,sanctuary-kos-asklepieion,36.87572129,27.25718605,POINT (27.25718605 36.87572129),"{""coordinates"":[27.25718605,36.87572129],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Platani, Kos",Pleiades representative point,,,src-pleiades-599528,reviewed
place-sanctuary-kourion-apollo-hylates-sanctuary,sanctuary-kourion-apollo-hylates-sanctuary,34.67270936,32.8636043,POINT (32.8636043 34.67270936),"{""coordinates"":[32.8636043,34.67270936],""type"":""Point""}",site,high,exact,Κύπρος,Cyprus,CYP,CY,"Episkopi, Limassol",Pleiades representative point,,,src-pleiades-707476,reviewed
place-sanctuary-labraunda-zeus-sanctuary,sanctuary-labraunda-zeus-sanctuary,37.41890062,27.81999008,POINT (27.81999008 37.41890062),"{""coordinates"":[27.81999008,37.41890062],""type"":""Point""}",site,high,exact,Τουρκία,Turkey,TUR,TR,"Labraunda, near Milas",Pleiades representative point,,,src-pleiades-599745,reviewed
place-sanctuary-lagina-hekate-sanctuary,sanctuary-lagina-hekate-sanctuary,37.3785444,28.03948,POINT (28.03948 37.3785444),"{""coordinates"":[28.03948,37.3785444],""type"":""Point""}",site,high,exact,Τουρκία,Turkey,TUR,TR,"Turgut, Yatağan",Pleiades representative point,,,src-pleiades-376215160,reviewed
place-sanctuary-lemnos-kabeirion,sanctuary-lemnos-kabeirion,39.97934773,25.34165894,POINT (25.34165894 39.97934773),"{""coordinates"":[25.34165894,39.97934773],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Chloi, Lemnos",Pleiades representative point,,,src-pleiades-550604,reviewed
place-sanctuary-letoon-lycian-sanctuary,sanctuary-letoon-lycian-sanctuary,36.33171047,29.28956479,POINT (29.28956479 36.33171047),"{""coordinates"":[29.28956479,36.33171047],""type"":""Point""}",site,high,exact,Τουρκία,Turkey,TUR,TR,Kumluova,Pleiades representative point,,,src-pleiades-638958,reviewed
place-sanctuary-lindos-athena-sanctuary,sanctuary-lindos-athena-sanctuary,36.09101074,28.08844826,POINT (28.08844826 36.09101074),"{""coordinates"":[28.08844826,36.09101074],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Lindos, Rhodes",Pleiades representative point,,,src-pleiades-414067217,reviewed
place-sanctuary-locri-mannella-persephone-sanctuary,sanctuary-locri-mannella-persephone-sanctuary,38.21084,16.2399,POINT (16.2399 38.21084),"{""coordinates"":[16.2399,38.21084],""type"":""Point""}",site,high,unknown,Ιταλία,Italy,ITA,IT,"Mannella, Locri",museoarcheologicoreggiocalabria.cultura.gov.it,,,src-museoarcheologicoreggiocalabria-b6e43e041088,reviewed
place-sanctuary-magnesia-artemis-leukophryene,sanctuary-magnesia-artemis-leukophryene,37.84986234,27.52317844,POINT (27.52317844 37.84986234),"{""coordinates"":[27.52317844,37.84986234],""type"":""Point""}",proxy,medium,exact,Τουρκία,Turkey,TUR,TR,"Tekin, Germencik",Pleiades representative point,Το σημείο είναι προσεγγιστικός χωρικός δείκτης του ιερού μέσα στην αρχαία πόλη και όχι ανεξάρτητα αποτυπωμένο περίγραμμα του μνημείου.,The point is an approximate spatial marker for the sanctuary within the ancient settlement; it is not a surveyed footprint of the monument.,src-pleiades-599778,needs_review
place-sanctuary-menelaion-sparta,sanctuary-menelaion-sparta,37.0657435,22.4534818,POINT (22.4534818 37.0657435),"{""coordinates"":[22.4534818,37.0657435],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,"Therapni, Sparta",Pleiades representative point,,,src-pleiades-570477,reviewed
place-sanctuary-metapontum-tavole-palatine-heraion,sanctuary-metapontum-tavole-palatine-heraion,40.41607388,16.81677139,POINT (16.81677139 40.41607388),"{""coordinates"":[16.81677139,40.41607388],""type"":""Point""}",site,high,exact,Ιταλία,Italy,ITA,IT,"Metaponto, Bernalda",Pleiades representative point,,,src-pleiades-442611,reviewed
place-sanctuary-mount-lykaion-zeus-sanctuary,sanctuary-mount-lykaion-zeus-sanctuary,37.4492021,21.992287,POINT (21.992287 37.4492021),"{""coordinates"":[21.992287,37.4492021],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Mount Lykaion,Pleiades representative point,,,src-pleiades-570764,reviewed
place-sanctuary-naukratis-hellenion,sanctuary-naukratis-hellenion,30.900508,30.5919275,POINT (30.5919275 30.900508),"{""coordinates"":[30.5919275,30.900508],""type"":""Point""}",proxy,medium,unknown,Αίγυπτος,Egypt,EGY,EG,Kom Gi'eif / El-Niqrash,www.britishmuseum.org,Το σημείο είναι προσεγγιστικός χωρικός δείκτης του ιερού μέσα στην αρχαία πόλη και όχι ανεξάρτητα αποτυπωμένο περίγραμμα του μνημείου.,The point is an approximate spatial marker for the sanctuary within the ancient settlement; it is not a surveyed footprint of the monument.,src-britishmuseum-4626abd5cbdd,needs_review
place-sanctuary-nemea-zeus-sanctuary,sanctuary-nemea-zeus-sanctuary,37.80905853,22.71067954,POINT (22.71067954 37.80905853),"{""coordinates"":[22.71067954,37.80905853],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Archaia Nemea,Pleiades representative point,,,src-pleiades-570504,reviewed
place-sanctuary-olbia-apollo-delphinios-sanctuary,sanctuary-olbia-apollo-delphinios-sanctuary,46.69293,31.9049,POINT (31.9049 46.69293),"{""coordinates"":[31.9049,46.69293],""type"":""Point""}",site,medium,unknown,Ουκρανία,Ukraine,UKR,UA,"Parutyne, Mykolaiv Oblast",www.penn.museum,,,src-penn-fb29e85fcab7,needs_review
place-sanctuary-olympia-zeus-sanctuary,sanctuary-olympia-zeus-sanctuary,37.6386835,21.6308144,POINT (21.6308144 37.6386835),"{""coordinates"":[21.6308144,37.6386835],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Archaia Olympia,Pleiades representative point,,,src-pleiades-570531,reviewed
place-sanctuary-oropos-amphiareion,sanctuary-oropos-amphiareion,38.29100503,23.84564,POINT (23.84564 38.29100503),"{""coordinates"":[23.84564,38.29100503],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Markopoulo Oropou,Pleiades representative point,,,src-pleiades-540628,reviewed
place-sanctuary-palaepaphos-aphrodite-sanctuary,sanctuary-palaepaphos-aphrodite-sanctuary,34.7068294,32.5736088,POINT (32.5736088 34.7068294),"{""coordinates"":[32.5736088,34.7068294],""type"":""Point""}",site,high,exact,Κύπρος,Cyprus,CYP,CY,Kouklia,Pleiades representative point,,,src-pleiades-828989863,reviewed
place-sanctuary-panionion-poseidon-sanctuary,sanctuary-panionion-poseidon-sanctuary,37.703924,27.329993,POINT (27.329993 37.703924),"{""coordinates"":[27.329993,37.703924],""type"":""Point""}",site,high,exact,Τουρκία,Turkey,TUR,TR,Güzelçamlı,Pleiades representative point,,,src-pleiades-599855,reviewed
place-sanctuary-pantikapaion-apollo-ietros-sanctuary,sanctuary-pantikapaion-apollo-ietros-sanctuary,45.35095,36.46945,POINT (36.46945 45.35095),"{""coordinates"":[36.46945,45.35095],""type"":""Point""}",proxy,medium,exact,Ουκρανία,Ukraine,UKR,UA,Kerch,curated point linked to Pleiades place,Το σημείο είναι προσεγγιστικός χωρικός δείκτης του ιερού μέσα στην αρχαία πόλη και όχι ανεξάρτητα αποτυπωμένο περίγραμμα του μνημείου.,The point is an approximate spatial marker for the sanctuary within the ancient settlement; it is not a surveyed footprint of the monument.,src-pleiades-854719,needs_review
place-sanctuary-perachora-heraion,sanctuary-perachora-heraion,38.02810774,22.85281872,POINT (22.85281872 38.02810774),"{""coordinates"":[22.85281872,38.02810774],""type"":""Point""}",site,high,exact,Ελλάδα,Greece,GRC,GR,Perachora,Pleiades representative point,,,src-pleiades-570288,reviewed
place-sanctuary-pergamon-asklepieion,sanctuary-pergamon-asklepieion,39.11886849,27.16563039,POINT (27.16563039 39.11886849),"{""coordinates"":[27.16563039,39.11886849],""type"":""Point""}",site,high,exact,Τουρκία,Turkey,TUR,TR,Bergama,Pleiades representative point,,,src-pleiades-550459,reviewed
