source_id,url,title,publisher,source_class,language,license,accessed_on,http_status,url_status,citation,notes
src-pleiades-491741,https://pleiades.stoa.org/places/491741,Pleiades place 491741,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/491741 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-501325,https://pleiades.stoa.org/places/501325,Pleiades place 501325,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/501325 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-501347,https://pleiades.stoa.org/places/501347,Pleiades place 501347,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/501347 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-501458,https://pleiades.stoa.org/places/501458,Pleiades place 501458,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/501458 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-501482,https://pleiades.stoa.org/places/501482,Pleiades place 501482,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/501482 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-501511,https://pleiades.stoa.org/places/501511,Pleiades place 501511,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/501511 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-501570,https://pleiades.stoa.org/places/501570,Pleiades place 501570,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/501570 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-502577471,https://pleiades.stoa.org/places/502577471,Pleiades place 502577471,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/502577471 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-511218,https://pleiades.stoa.org/places/511218,Pleiades place 511218,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/511218 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-513711610,https://pleiades.stoa.org/places/513711610,Pleiades place 513711610,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/513711610 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-520985,https://pleiades.stoa.org/places/520985,Pleiades place 520985,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/520985 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-520988,https://pleiades.stoa.org/places/520988,Pleiades place 520988,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/520988 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-530794,https://pleiades.stoa.org/places/530794,Pleiades place 530794,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/530794 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-530834,https://pleiades.stoa.org/places/530834,Pleiades place 530834,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/530834 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-530843,https://pleiades.stoa.org/places/530843,Pleiades place 530843,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/530843 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-540628,https://pleiades.stoa.org/places/540628,Pleiades place 540628,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/540628 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-540703,https://pleiades.stoa.org/places/540703,Pleiades place 540703,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/540703 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-540726,https://pleiades.stoa.org/places/540726,Pleiades place 540726,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/540726 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-540730,https://pleiades.stoa.org/places/540730,Pleiades place 540730,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/540730 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-540905,https://pleiades.stoa.org/places/540905,Pleiades place 540905,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/540905 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-541044,https://pleiades.stoa.org/places/541044,Pleiades place 541044,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/541044 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-541138,https://pleiades.stoa.org/places/541138,Pleiades place 541138,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/541138 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-550459,https://pleiades.stoa.org/places/550459,Pleiades place 550459,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/550459 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-550463,https://pleiades.stoa.org/places/550463,Pleiades place 550463,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/550463 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-550496,https://pleiades.stoa.org/places/550496,Pleiades place 550496,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/550496 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-550506,https://pleiades.stoa.org/places/550506,Pleiades place 550506,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/550506 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-550535,https://pleiades.stoa.org/places/550535,Pleiades place 550535,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/550535 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-550604,https://pleiades.stoa.org/places/550604,Pleiades place 550604,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/550604 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-550651,https://pleiades.stoa.org/places/550651,Pleiades place 550651,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/550651 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-550756,https://pleiades.stoa.org/places/550756,Pleiades place 550756,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/550756 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-550763,https://pleiades.stoa.org/places/550763,Pleiades place 550763,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/550763 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-550812,https://pleiades.stoa.org/places/550812,Pleiades place 550812,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/550812 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-550823,https://pleiades.stoa.org/places/550823,Pleiades place 550823,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/550823 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-550892,https://pleiades.stoa.org/places/550892,Pleiades place 550892,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/550892 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-550893,https://pleiades.stoa.org/places/550893,Pleiades place 550893,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/550893 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-550913,https://pleiades.stoa.org/places/550913,Pleiades place 550913,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/550913 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-559217802,https://pleiades.stoa.org/places/559217802,Pleiades place 559217802,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/559217802 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570106,https://pleiades.stoa.org/places/570106,Pleiades place 570106,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570106 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570127,https://pleiades.stoa.org/places/570127,Pleiades place 570127,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570127 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570148,https://pleiades.stoa.org/places/570148,Pleiades place 570148,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570148 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570182,https://pleiades.stoa.org/places/570182,Pleiades place 570182,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570182 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570228,https://pleiades.stoa.org/places/570228,Pleiades place 570228,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570228 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570288,https://pleiades.stoa.org/places/570288,Pleiades place 570288,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570288 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570289,https://pleiades.stoa.org/places/570289,Pleiades place 570289,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570289 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570316,https://pleiades.stoa.org/places/570316,Pleiades place 570316,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570316 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570459,https://pleiades.stoa.org/places/570459,Pleiades place 570459,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570459 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570467,https://pleiades.stoa.org/places/570467,Pleiades place 570467,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570467 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570468,https://pleiades.stoa.org/places/570468,Pleiades place 570468,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570468 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570477,https://pleiades.stoa.org/places/570477,Pleiades place 570477,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570477 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570479,https://pleiades.stoa.org/places/570479,Pleiades place 570479,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570479 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570504,https://pleiades.stoa.org/places/570504,Pleiades place 570504,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570504 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570531,https://pleiades.stoa.org/places/570531,Pleiades place 570531,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570531 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570567,https://pleiades.stoa.org/places/570567,Pleiades place 570567,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570567 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570668,https://pleiades.stoa.org/places/570668,Pleiades place 570668,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570668 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570685,https://pleiades.stoa.org/places/570685,Pleiades place 570685,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570685 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570707,https://pleiades.stoa.org/places/570707,Pleiades place 570707,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570707 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-570764,https://pleiades.stoa.org/places/570764,Pleiades place 570764,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/570764 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-579853,https://pleiades.stoa.org/places/579853,Pleiades place 579853,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/579853 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-579872,https://pleiades.stoa.org/places/579872,Pleiades place 579872,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/579872 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-579879,https://pleiades.stoa.org/places/579879,Pleiades place 579879,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/579879 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-579885,https://pleiades.stoa.org/places/579885,Pleiades place 579885,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/579885 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-579910,https://pleiades.stoa.org/places/579910,Pleiades place 579910,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/579910 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-579925,https://pleiades.stoa.org/places/579925,Pleiades place 579925,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/579925 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-580062,https://pleiades.stoa.org/places/580062,Pleiades place 580062,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/580062 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-580086,https://pleiades.stoa.org/places/580086,Pleiades place 580086,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/580086 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-589796,https://pleiades.stoa.org/places/589796,Pleiades place 589796,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/589796 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-589817,https://pleiades.stoa.org/places/589817,Pleiades place 589817,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/589817 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-589872,https://pleiades.stoa.org/places/589872,Pleiades place 589872,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/589872 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-589913,https://pleiades.stoa.org/places/589913,Pleiades place 589913,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/589913 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-590006,https://pleiades.stoa.org/places/590006,Pleiades place 590006,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/590006 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-590030,https://pleiades.stoa.org/places/590030,Pleiades place 590030,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/590030 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-590099,https://pleiades.stoa.org/places/590099,Pleiades place 590099,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/590099 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599506,https://pleiades.stoa.org/places/599506,Pleiades place 599506,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599506 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599528,https://pleiades.stoa.org/places/599528,Pleiades place 599528,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599528 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599575,https://pleiades.stoa.org/places/599575,Pleiades place 599575,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599575 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599577,https://pleiades.stoa.org/places/599577,Pleiades place 599577,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599577 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599593,https://pleiades.stoa.org/places/599593,Pleiades place 599593,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599593 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599612,https://pleiades.stoa.org/places/599612,Pleiades place 599612,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599612 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599631,https://pleiades.stoa.org/places/599631,Pleiades place 599631,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599631 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599636,https://pleiades.stoa.org/places/599636,Pleiades place 599636,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599636 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599641,https://pleiades.stoa.org/places/599641,Pleiades place 599641,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599641 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599661,https://pleiades.stoa.org/places/599661,Pleiades place 599661,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599661 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599664,https://pleiades.stoa.org/places/599664,Pleiades place 599664,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599664 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599719,https://pleiades.stoa.org/places/599719,Pleiades place 599719,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599719 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599728,https://pleiades.stoa.org/places/599728,Pleiades place 599728,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599728 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599745,https://pleiades.stoa.org/places/599745,Pleiades place 599745,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599745 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599778,https://pleiades.stoa.org/places/599778,Pleiades place 599778,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599778 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599799,https://pleiades.stoa.org/places/599799,Pleiades place 599799,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599799 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599821,https://pleiades.stoa.org/places/599821,Pleiades place 599821,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599821 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599855,https://pleiades.stoa.org/places/599855,Pleiades place 599855,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599855 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599905,https://pleiades.stoa.org/places/599905,Pleiades place 599905,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599905 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599925,https://pleiades.stoa.org/places/599925,Pleiades place 599925,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599925 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-599971,https://pleiades.stoa.org/places/599971,Pleiades place 599971,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/599971 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-638356144,https://pleiades.stoa.org/places/638356144,Pleiades place 638356144,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/638356144 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-638958,https://pleiades.stoa.org/places/638958,Pleiades place 638958,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/638958 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-639051,https://pleiades.stoa.org/places/639051,Pleiades place 639051,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/639051 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-658381,https://pleiades.stoa.org/places/658381,Pleiades place 658381,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/658381 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
src-pleiades-66376536,https://pleiades.stoa.org/places/66376536,Pleiades place 66376536,Pleiades,scholarly_gazetteer,en,CC BY 3.0,2026-08-14,,unchecked,Pleiades. https://pleiades.stoa.org/places/66376536 (accessed 2026-08-14).,Imported from the submitted research source; metadata is reconciled in the research layer.
