name_id,entity_id,name,language,script,name_type,is_preferred,start_year,end_year,source_id,review_state
name-colony-gela-el-preferred,colony-gela,Γέλα,el,Grek,preferred,1,,,src-pleiades-462214,reviewed
name-colony-gela-en-preferred,colony-gela,Gela,en,Latn,preferred,1,,,src-pleiades-462214,reviewed
name-colony-gela-grc-ancient,colony-gela,Γέλα,grc,Grek,ancient,0,,,src-pleiades-462214,reviewed
name-colony-halicarnassus-el-preferred,colony-halicarnassus,Αλικαρνασσός,el,Grek,preferred,1,,,src-pleiades-599636,reviewed
name-colony-halicarnassus-en-preferred,colony-halicarnassus,Halicarnassus,en,Latn,preferred,1,,,src-pleiades-599636,reviewed
name-colony-halicarnassus-grc-ancient,colony-halicarnassus,Ἁλικαρνασσός,grc,Grek,ancient,0,,,src-pleiades-599636,reviewed
name-colony-heraclea-pontica-el-preferred,colony-heraclea-pontica,Ηράκλεια Ποντική,el,Grek,preferred,1,,,src-pleiades-844944,reviewed
name-colony-heraclea-pontica-en-preferred,colony-heraclea-pontica,Heraclea Pontica,en,Latn,preferred,1,,,src-pleiades-844944,reviewed
name-colony-heraclea-pontica-grc-ancient,colony-heraclea-pontica,Ἡράκλεια ἡ Ποντική,grc,Grek,ancient,0,,,src-pleiades-844944,reviewed
name-colony-himera-el-preferred,colony-himera,Ιμέρα,el,Grek,preferred,1,,,src-pleiades-462244,reviewed
name-colony-himera-en-preferred,colony-himera,Himera,en,Latn,preferred,1,,,src-pleiades-462244,reviewed
name-colony-himera-grc-ancient,colony-himera,Ἱμέρα,grc,Grek,ancient,0,,,src-pleiades-462244,reviewed
name-colony-histria-pontica-el-preferred,colony-histria-pontica,Ίστρια,el,Grek,preferred,1,,,src-pleiades-216839,reviewed
name-colony-histria-pontica-en-preferred,colony-histria-pontica,Histria,en,Latn,preferred,1,,,src-pleiades-216839,reviewed
name-colony-histria-pontica-grc-ancient,colony-histria-pontica,Ἰστρίη,grc,Grek,ancient,0,,,src-pleiades-216839,reviewed
name-colony-iasos-el-preferred,colony-iasos,Ιασός,el,Grek,preferred,1,,,src-pleiades-599664,reviewed
name-colony-iasos-en-preferred,colony-iasos,Iasos,en,Latn,preferred,1,,,src-pleiades-599664,reviewed
name-colony-iasos-grc-ancient,colony-iasos,Ἰασός,grc,Grek,ancient,0,,,src-pleiades-599664,reviewed
name-colony-issa-vis-el-preferred,colony-issa-vis,Ίσσα,el,Grek,preferred,1,,,src-armus-4dde844bac8f,reviewed
name-colony-issa-vis-en-preferred,colony-issa-vis,Issa,en,Latn,preferred,1,,,src-armus-4dde844bac8f,reviewed
name-colony-issa-vis-grc-ancient,colony-issa-vis,Ἴσσα,grc,Grek,ancient,0,,,src-armus-4dde844bac8f,reviewed
name-colony-lampsacus-el-preferred,colony-lampsacus,Λάμψακος,el,Grek,preferred,1,,,src-pleiades-501570,reviewed
name-colony-lampsacus-en-preferred,colony-lampsacus,Lampsacus,en,Latn,preferred,1,,,src-pleiades-501570,reviewed
name-colony-lampsacus-grc-ancient,colony-lampsacus,Λάμψακος,grc,Grek,ancient,0,,,src-pleiades-501570,reviewed
name-colony-leontinoi-el-preferred,colony-leontinoi,Λεοντίνοι,el,Grek,preferred,1,,,src-pleiades-462279,reviewed
name-colony-leontinoi-en-preferred,colony-leontinoi,Leontinoi,en,Latn,preferred,1,,,src-pleiades-462279,reviewed
name-colony-leontinoi-grc-ancient,colony-leontinoi,Λεοντῖνοι,grc,Grek,ancient,0,,,src-pleiades-462279,reviewed
name-colony-locri-epizephyrii-el-preferred,colony-locri-epizephyrii,Λοκροί Επιζεφύριοι,el,Grek,preferred,1,,,src-pleiades-452369,reviewed
name-colony-locri-epizephyrii-en-preferred,colony-locri-epizephyrii,Locri Epizephyrii,en,Latn,preferred,1,,,src-pleiades-452369,reviewed
name-colony-locri-epizephyrii-grc-ancient,colony-locri-epizephyrii,Λοκροὶ Ἐπιζεφύριοι,grc,Grek,ancient,0,,,src-pleiades-452369,reviewed
name-colony-magnesia-maeander-el-preferred,colony-magnesia-maeander,Μαγνησία του Μαιάνδρου,el,Grek,preferred,1,,,src-pleiades-599778,reviewed
name-colony-magnesia-maeander-en-preferred,colony-magnesia-maeander,Magnesia on the Maeander,en,Latn,preferred,1,,,src-pleiades-599778,reviewed
name-colony-magnesia-maeander-grc-ancient,colony-magnesia-maeander,Μαγνησία ἡ πρὸς Μαιάνδρῳ,grc,Grek,ancient,0,,,src-pleiades-599778,reviewed
name-colony-massalia-el-preferred,colony-massalia,Μασσαλία,el,Grek,preferred,1,,,src-pleiades-148127,reviewed
name-colony-massalia-en-preferred,colony-massalia,Massalia,en,Latn,preferred,1,,,src-pleiades-148127,reviewed
name-colony-massalia-grc-ancient,colony-massalia,Μασσαλία,grc,Grek,ancient,0,,,src-pleiades-148127,reviewed
name-colony-megara-hyblaea-el-preferred,colony-megara-hyblaea,Μέγαρα Υβλαία,el,Grek,preferred,1,,,src-pleiades-462307,reviewed
name-colony-megara-hyblaea-en-preferred,colony-megara-hyblaea,Megara Hyblaea,en,Latn,preferred,1,,,src-pleiades-462307,reviewed
name-colony-megara-hyblaea-grc-ancient,colony-megara-hyblaea,Μέγαρα Ὑβλαία,grc,Grek,ancient,0,,,src-pleiades-462307,reviewed
name-colony-mesembria-el-preferred,colony-mesembria,Μεσημβρία,el,Grek,preferred,1,,,src-pleiades-216882,reviewed
name-colony-mesembria-en-preferred,colony-mesembria,Mesembria,en,Latn,preferred,1,,,src-pleiades-216882,reviewed
name-colony-mesembria-grc-ancient,colony-mesembria,Μεσημβρία,grc,Grek,ancient,0,,,src-pleiades-216882,reviewed
name-colony-metapontum-el-preferred,colony-metapontum,Μεταπόντιο,el,Grek,preferred,1,,,src-pleiades-442658,reviewed
name-colony-metapontum-en-preferred,colony-metapontum,Metapontum,en,Latn,preferred,1,,,src-pleiades-442658,reviewed
name-colony-metapontum-grc-ancient,colony-metapontum,Μεταπόντιον,grc,Grek,ancient,0,,,src-pleiades-442658,reviewed
name-colony-miletus-el-preferred,colony-miletus,Μίλητος,el,Grek,preferred,1,,,src-pleiades-599799,reviewed
name-colony-miletus-en-preferred,colony-miletus,Miletus,en,Latn,preferred,1,,,src-pleiades-599799,reviewed
name-colony-miletus-grc-ancient,colony-miletus,Μίλητος,grc,Grek,ancient,0,,,src-pleiades-599799,reviewed
name-colony-myrina-aeolis-el-preferred,colony-myrina-aeolis,Μύρινα,el,Grek,preferred,1,,,src-pleiades-550756,reviewed
name-colony-myrina-aeolis-en-preferred,colony-myrina-aeolis,Myrina,en,Latn,preferred,1,,,src-pleiades-550756,reviewed
name-colony-myrina-aeolis-grc-ancient,colony-myrina-aeolis,Μύρινα,grc,Grek,ancient,0,,,src-pleiades-550756,reviewed
name-colony-naucratis-el-preferred,colony-naucratis,Ναύκρατις,el,Grek,preferred,1,,,src-pleiades-727169,reviewed
name-colony-naucratis-en-preferred,colony-naucratis,Naucratis,en,Latn,preferred,1,,,src-pleiades-727169,reviewed
name-colony-naucratis-grc-ancient,colony-naucratis,Ναύκρατις,grc,Grek,ancient,0,,,src-pleiades-727169,reviewed
name-colony-naxos-sicily-el-preferred,colony-naxos-sicily,Νάξος Σικελίας,el,Grek,preferred,1,,,src-pleiades-462386,reviewed
name-colony-naxos-sicily-en-preferred,colony-naxos-sicily,Naxos,en,Latn,preferred,1,,,src-pleiades-462386,reviewed
name-colony-naxos-sicily-grc-ancient,colony-naxos-sicily,Νάξος,grc,Grek,ancient,0,,,src-pleiades-462386,reviewed
name-colony-neapolis-campania-el-preferred,colony-neapolis-campania,Νεάπολη,el,Grek,preferred,1,,,src-pleiades-433014,reviewed
name-colony-neapolis-campania-en-preferred,colony-neapolis-campania,Neapolis,en,Latn,preferred,1,,,src-pleiades-433014,reviewed
name-colony-neapolis-campania-grc-ancient,colony-neapolis-campania,Νεάπολις,grc,Grek,ancient,0,,,src-pleiades-433014,reviewed
name-colony-odessos-el-preferred,colony-odessos,Οδησσός,el,Grek,preferred,1,,,src-pleiades-216904,reviewed
name-colony-odessos-en-preferred,colony-odessos,Odessos,en,Latn,preferred,1,,,src-pleiades-216904,reviewed
name-colony-odessos-grc-ancient,colony-odessos,Ὀδησσός,grc,Grek,ancient,0,,,src-pleiades-216904,reviewed
name-colony-olbia-pontica-el-preferred,colony-olbia-pontica,Ολβία Ποντική,el,Grek,preferred,1,,,src-pleiades-226546,reviewed
name-colony-olbia-pontica-en-preferred,colony-olbia-pontica,Olbia Pontica,en,Latn,preferred,1,,,src-pleiades-226546,reviewed
name-colony-olbia-pontica-grc-ancient,colony-olbia-pontica,Ὀλβία,grc,Grek,ancient,0,,,src-pleiades-226546,reviewed
name-colony-panticapaeum-el-preferred,colony-panticapaeum,Παντικάπαιο,el,Grek,preferred,1,,,src-pleiades-854719,reviewed
name-colony-panticapaeum-en-preferred,colony-panticapaeum,Panticapaeum,en,Latn,preferred,1,,,src-pleiades-854719,reviewed
name-colony-panticapaeum-grc-ancient,colony-panticapaeum,Παντικάπαιον,grc,Grek,ancient,0,,,src-pleiades-854719,reviewed
name-colony-phanagoria-el-preferred,colony-phanagoria,Φαναγόρεια,el,Grek,preferred,1,,,src-pleiades-854724,reviewed
name-colony-phanagoria-en-preferred,colony-phanagoria,Phanagoria,en,Latn,preferred,1,,,src-pleiades-854724,reviewed
name-colony-phanagoria-grc-ancient,colony-phanagoria,Φαναγόρεια,grc,Grek,ancient,0,,,src-pleiades-854724,reviewed
name-colony-pharos-hvar-el-preferred,colony-pharos-hvar,Φάρος,el,Grek,preferred,1,,,src-pleiades-197433,reviewed
name-colony-pharos-hvar-en-preferred,colony-pharos-hvar,Pharos,en,Latn,preferred,1,,,src-pleiades-197433,reviewed
name-colony-pharos-hvar-grc-ancient,colony-pharos-hvar,Φάρος,grc,Grek,ancient,0,,,src-pleiades-197433,reviewed
name-colony-phaselis-el-preferred,colony-phaselis,Φάσηλις,el,Grek,preferred,1,,,src-pleiades-639051,reviewed
name-colony-phaselis-en-preferred,colony-phaselis,Phaselis,en,Latn,preferred,1,,,src-pleiades-639051,reviewed
name-colony-phaselis-grc-ancient,colony-phaselis,Φάσηλις,grc,Grek,ancient,0,,,src-pleiades-639051,reviewed
name-colony-phasis-city-el-preferred,colony-phasis-city,Φάσις,el,Grek,preferred,1,,,src-pleiades-857275,reviewed
name-colony-phasis-city-en-preferred,colony-phasis-city,Phasis,en,Latn,preferred,1,,,src-pleiades-857275,reviewed
name-colony-phasis-city-grc-ancient,colony-phasis-city,Φᾶσις,grc,Grek,ancient,0,,,src-pleiades-857275,reviewed
name-colony-philippi-el-preferred,colony-philippi,Φίλιπποι,el,Grek,preferred,1,,,src-pleiades-501482,reviewed
name-colony-philippi-en-preferred,colony-philippi,Philippi,en,Latn,preferred,1,,,src-pleiades-501482,reviewed
name-colony-philippi-grc-ancient,colony-philippi,Φίλιπποι,grc,Grek,ancient,0,,,src-pleiades-501482,reviewed
name-colony-phocaea-el-preferred,colony-phocaea,Φώκαια,el,Grek,preferred,1,,,src-pleiades-550823,reviewed
name-colony-phocaea-en-preferred,colony-phocaea,Phocaea,en,Latn,preferred,1,,,src-pleiades-550823,reviewed
name-colony-phocaea-grc-ancient,colony-phocaea,Φώκαια,grc,Grek,ancient,0,,,src-pleiades-550823,reviewed
name-colony-poseidonia-el-preferred,colony-poseidonia,Ποσειδωνία,el,Grek,preferred,1,,,src-pleiades-442733,reviewed
name-colony-poseidonia-en-preferred,colony-poseidonia,Poseidonia,en,Latn,preferred,1,,,src-pleiades-442733,reviewed
name-colony-poseidonia-grc-ancient,colony-poseidonia,Ποσειδωνία,grc,Grek,ancient,0,,,src-pleiades-442733,reviewed
name-colony-priene-el-preferred,colony-priene,Πριήνη,el,Grek,preferred,1,,,src-pleiades-599905,reviewed
name-colony-priene-en-preferred,colony-priene,Priene,en,Latn,preferred,1,,,src-pleiades-599905,reviewed
name-colony-priene-grc-ancient,colony-priene,Πριήνη,grc,Grek,ancient,0,,,src-pleiades-599905,reviewed
name-colony-rhegion-el-preferred,colony-rhegion,Ρήγιο,el,Grek,preferred,1,,,src-pleiades-452416,reviewed
name-colony-rhegion-en-preferred,colony-rhegion,Rhegion,en,Latn,preferred,1,,,src-pleiades-452416,reviewed
name-colony-rhegion-grc-ancient,colony-rhegion,Ῥήγιον,grc,Grek,ancient,0,,,src-pleiades-452416,reviewed
name-colony-selinus-el-preferred,colony-selinus,Σελινούντας,el,Grek,preferred,1,,,src-pleiades-462489,reviewed
name-colony-selinus-en-preferred,colony-selinus,Selinus,en,Latn,preferred,1,,,src-pleiades-462489,reviewed
name-colony-selinus-grc-ancient,colony-selinus,Σελινοῦς,grc,Grek,ancient,0,,,src-pleiades-462489,reviewed
name-colony-sinope-el-preferred,colony-sinope,Σινώπη,el,Grek,preferred,1,,,src-pleiades-857321,reviewed
name-colony-sinope-en-preferred,colony-sinope,Sinope,en,Latn,preferred,1,,,src-pleiades-857321,reviewed
name-colony-sinope-grc-ancient,colony-sinope,Σινώπη,grc,Grek,ancient,0,,,src-pleiades-857321,reviewed
name-colony-sybaris-el-preferred,colony-sybaris,Σύβαρις,el,Grek,preferred,1,,,src-pleiades-452457,reviewed
name-colony-sybaris-en-preferred,colony-sybaris,Sybaris,en,Latn,preferred,1,,,src-pleiades-452457,reviewed
name-colony-sybaris-grc-ancient,colony-sybaris,Σύβαρις,grc,Grek,ancient,0,,,src-pleiades-452457,reviewed
name-colony-syracuse-el-preferred,colony-syracuse,Συρακούσες,el,Grek,preferred,1,,,src-pleiades-462503,reviewed
name-colony-syracuse-en-preferred,colony-syracuse,Syracuse,en,Latn,preferred,1,,,src-pleiades-462503,reviewed
name-colony-syracuse-grc-ancient,colony-syracuse,Συράκουσαι,grc,Grek,ancient,0,,,src-pleiades-462503,reviewed
name-colony-tanais-el-preferred,colony-tanais,Τάναϊς,el,Grek,preferred,1,,,src-pleiades-825397,reviewed
name-colony-tanais-en-preferred,colony-tanais,Tanais,en,Latn,preferred,1,,,src-pleiades-825397,reviewed
name-colony-tanais-grc-ancient,colony-tanais,Τάναϊς,grc,Grek,ancient,0,,,src-pleiades-825397,reviewed
name-colony-taras-el-preferred,colony-taras,Τάρας,el,Grek,preferred,1,,,src-pleiades-442810,reviewed
name-colony-taras-en-preferred,colony-taras,Taras,en,Latn,preferred,1,,,src-pleiades-442810,reviewed
name-colony-taras-grc-ancient,colony-taras,Τάρας,grc,Grek,ancient,0,,,src-pleiades-442810,reviewed
name-colony-taucheira-el-preferred,colony-taucheira,Ταύχειρα,el,Grek,preferred,1,,,src-pleiades-373736,reviewed
name-colony-taucheira-en-preferred,colony-taucheira,Taucheira,en,Latn,preferred,1,,,src-pleiades-373736,reviewed
name-colony-taucheira-grc-ancient,colony-taucheira,Ταύχειρα,grc,Grek,ancient,0,,,src-pleiades-373736,reviewed
name-colony-teos-el-preferred,colony-teos,Τέως,el,Grek,preferred,1,,,src-pleiades-550913,reviewed
name-colony-teos-en-preferred,colony-teos,Teos,en,Latn,preferred,1,,,src-pleiades-550913,reviewed
name-colony-teos-grc-ancient,colony-teos,Τέως,grc,Grek,ancient,0,,,src-pleiades-550913,reviewed
name-colony-theodosia-crimea-el-preferred,colony-theodosia-crimea,Θεοδοσία,el,Grek,preferred,1,,,src-pleiades-854743,reviewed
name-colony-theodosia-crimea-en-preferred,colony-theodosia-crimea,Theodosia,en,Latn,preferred,1,,,src-pleiades-854743,reviewed
name-colony-theodosia-crimea-grc-ancient,colony-theodosia-crimea,Θεοδοσία,grc,Grek,ancient,0,,,src-pleiades-854743,reviewed
name-colony-tomis-el-preferred,colony-tomis,Τόμις,el,Grek,preferred,1,,,src-pleiades-217016,reviewed
name-colony-tomis-en-preferred,colony-tomis,Tomis,en,Latn,preferred,1,,,src-pleiades-217016,reviewed
name-colony-tomis-grc-ancient,colony-tomis,Τόμις,grc,Grek,ancient,0,,,src-pleiades-217016,reviewed
name-colony-tragurion-el-preferred,colony-tragurion,Τραγούριον,el,Grek,preferred,1,,,src-pleiades-197555,reviewed
name-colony-tragurion-en-preferred,colony-tragurion,Tragurion,en,Latn,preferred,1,,,src-pleiades-197555,reviewed
name-colony-tragurion-grc-ancient,colony-tragurion,Τραγούριον,grc,Grek,ancient,0,,,src-pleiades-197555,reviewed
name-colony-trapezus-el-preferred,colony-trapezus,Τραπεζούντα,el,Grek,preferred,1,,,src-pleiades-857359,reviewed
name-colony-trapezus-en-preferred,colony-trapezus,Trapezus,en,Latn,preferred,1,,,src-pleiades-857359,reviewed
name-colony-trapezus-grc-ancient,colony-trapezus,Τραπεζοῦς,grc,Grek,ancient,0,,,src-pleiades-857359,reviewed
name-colony-tyras-el-preferred,colony-tyras,Τύρας,el,Grek,preferred,1,,,src-pleiades-226800,reviewed
name-colony-tyras-en-preferred,colony-tyras,Tyras,en,Latn,preferred,1,,,src-pleiades-226800,reviewed
name-colony-tyras-grc-ancient,colony-tyras,Τύρας,grc,Grek,ancient,0,,,src-pleiades-226800,reviewed
name-colony-zancle-messana-el-preferred,colony-zancle-messana,Ζάγκλη,el,Grek,preferred,1,,,src-pleiades-462538,reviewed
name-colony-zancle-messana-en-preferred,colony-zancle-messana,Zancle,en,Latn,preferred,1,,,src-pleiades-462538,reviewed
name-colony-zancle-messana-grc-ancient,colony-zancle-messana,Ζάγκλη,grc,Grek,ancient,0,,,src-pleiades-462538,reviewed
name-kingdom-alexander-empire-el-preferred,kingdom-alexander-empire,Αυτοκρατορία του Αλεξάνδρου,el,Grek,preferred,1,,,src-metmuseum-89019924e8c3,reviewed
name-kingdom-alexander-empire-en-preferred,kingdom-alexander-empire,Empire of Alexander the Great,en,Latn,preferred,1,,,src-metmuseum-89019924e8c3,reviewed
name-kingdom-alexander-empire-grc-ancient,kingdom-alexander-empire,Ἀλέξανδρος βασιλεὺς Μακεδόνων,grc,Grek,ancient,0,,,src-metmuseum-89019924e8c3,reviewed
name-kingdom-athens-mycenaean-el-preferred,kingdom-athens-mycenaean,Μυκηναϊκό κέντρο της Αθήνας,el,Grek,preferred,1,,,src-whc-228f1be9c035,reviewed
name-kingdom-athens-mycenaean-en-preferred,kingdom-athens-mycenaean,Mycenaean Athens Polity,en,Latn,preferred,1,,,src-whc-228f1be9c035,reviewed
name-kingdom-athens-mycenaean-grc-ancient,kingdom-athens-mycenaean,Ἀθῆναι,grc,Grek,ancient,0,,,src-whc-228f1be9c035,reviewed
name-kingdom-attalid-pergamon-el-preferred,kingdom-attalid-pergamon,Βασίλειο της Περγάμου των Ατταλιδών,el,Grek,preferred,1,,,src-metmuseum-50fe20dc493f,reviewed
name-kingdom-attalid-pergamon-en-preferred,kingdom-attalid-pergamon,Attalid Kingdom of Pergamon,en,Latn,preferred,1,,,src-metmuseum-50fe20dc493f,reviewed
name-kingdom-attalid-pergamon-grc-ancient,kingdom-attalid-pergamon,Βασιλεία τῶν Ἀτταλιδῶν,grc,Grek,ancient,0,,,src-metmuseum-50fe20dc493f,reviewed
name-kingdom-bithynia-el-preferred,kingdom-bithynia,Βασίλειο της Βιθυνίας,el,Grek,preferred,1,,,src-attalus-1b40f4436114,reviewed
name-kingdom-bithynia-en-preferred,kingdom-bithynia,Kingdom of Bithynia,en,Latn,preferred,1,,,src-attalus-1b40f4436114,reviewed
name-kingdom-bithynia-grc-ancient,kingdom-bithynia,Βιθυνία,grc,Grek,ancient,0,,,src-attalus-1b40f4436114,reviewed
name-kingdom-bosporus-archaeanactid-el-preferred,kingdom-bosporus-archaeanactid,Βασίλειο του Κιμμερίου Βοσπόρου — Αρχαιανακτίδες,el,Grek,preferred,1,,,src-iranicaonline-4a607235e191,reviewed
name-kingdom-bosporus-archaeanactid-en-preferred,kingdom-bosporus-archaeanactid,Bosporan Kingdom — Archaeanactid Phase,en,Latn,preferred,1,,,src-iranicaonline-4a607235e191,reviewed
name-kingdom-bosporus-archaeanactid-grc-ancient,kingdom-bosporus-archaeanactid,Βασίλειον τοῦ Κιμμερικοῦ Βοσπόρου,grc,Grek,ancient,0,,,src-iranicaonline-4a607235e191,reviewed
name-kingdom-bosporus-mithridatic-el-preferred,kingdom-bosporus-mithridatic,Βασίλειο του Κιμμερίου Βοσπόρου — Μιθριδατική φάση,el,Grek,preferred,1,,,src-iranicaonline-4a607235e191,reviewed
name-kingdom-bosporus-mithridatic-en-preferred,kingdom-bosporus-mithridatic,Bosporan Kingdom — Mithridatic Phase,en,Latn,preferred,1,,,src-iranicaonline-4a607235e191,reviewed
name-kingdom-bosporus-mithridatic-grc-ancient,kingdom-bosporus-mithridatic,Βασίλειον τοῦ Κιμμερικοῦ Βοσπόρου,grc,Grek,ancient,0,,,src-iranicaonline-4a607235e191,reviewed
name-kingdom-bosporus-spartocid-el-preferred,kingdom-bosporus-spartocid,Βασίλειο του Κιμμερίου Βοσπόρου — Σπαρτοκίδες,el,Grek,preferred,1,,,src-encyclopediaofukraine-237e86aa1350,reviewed
name-kingdom-bosporus-spartocid-en-preferred,kingdom-bosporus-spartocid,Bosporan Kingdom — Spartocid Phase,en,Latn,preferred,1,,,src-encyclopediaofukraine-237e86aa1350,reviewed
name-kingdom-bosporus-spartocid-grc-ancient,kingdom-bosporus-spartocid,Βασίλειον τοῦ Κιμμερικοῦ Βοσπόρου,grc,Grek,ancient,0,,,src-encyclopediaofukraine-237e86aa1350,reviewed
name-kingdom-cappadocia-ariarathid-el-preferred,kingdom-cappadocia-ariarathid,Βασίλειο της Καππαδοκίας των Αριαραθιδών,el,Grek,preferred,1,,,src-iranicaonline-0624b0b64cf3,reviewed
name-kingdom-cappadocia-ariarathid-en-preferred,kingdom-cappadocia-ariarathid,Ariarathid Kingdom of Cappadocia,en,Latn,preferred,1,,,src-iranicaonline-0624b0b64cf3,reviewed
name-kingdom-cappadocia-ariarathid-grc-ancient,kingdom-cappadocia-ariarathid,Καππαδοκία,grc,Grek,ancient,0,,,src-iranicaonline-0624b0b64cf3,reviewed
name-kingdom-cappadocia-late-client-el-preferred,kingdom-cappadocia-late-client,Ύστερο Βασίλειο της Καππαδοκίας,el,Grek,preferred,1,,,src-iranicaonline-0624b0b64cf3,reviewed
name-kingdom-cappadocia-late-client-en-preferred,kingdom-cappadocia-late-client,Late Kingdom of Cappadocia,en,Latn,preferred,1,,,src-iranicaonline-0624b0b64cf3,reviewed
name-kingdom-cappadocia-late-client-grc-ancient,kingdom-cappadocia-late-client,Καππαδοκία,grc,Grek,ancient,0,,,src-iranicaonline-0624b0b64cf3,reviewed
name-kingdom-commagene-el-preferred,kingdom-commagene,Βασίλειο της Κομμαγηνής,el,Grek,preferred,1,,,src-whc-758c2c416617,reviewed
name-kingdom-commagene-en-preferred,kingdom-commagene,Kingdom of Commagene,en,Latn,preferred,1,,,src-whc-758c2c416617,reviewed
name-kingdom-commagene-grc-ancient,kingdom-commagene,Κομμαγηνή,grc,Grek,ancient,0,,,src-whc-758c2c416617,reviewed
name-kingdom-cyrene-battiad-el-preferred,kingdom-cyrene-battiad,Βασίλειο της Κυρήνης των Βαττιαδών,el,Grek,preferred,1,,,src-whc-52a1efeb60e3,reviewed
name-kingdom-cyrene-battiad-en-preferred,kingdom-cyrene-battiad,Battiad Kingdom of Cyrene,en,Latn,preferred,1,,,src-whc-52a1efeb60e3,reviewed
name-kingdom-cyrene-battiad-grc-ancient,kingdom-cyrene-battiad,Κυρήνη,grc,Grek,ancient,0,,,src-whc-52a1efeb60e3,reviewed
name-kingdom-cyrene-magas-el-preferred,kingdom-cyrene-magas,Βασίλειο της Κυρήνης του Μάγα,el,Grek,preferred,1,,,src-persee-a9866e5e43d7,reviewed
name-kingdom-cyrene-magas-en-preferred,kingdom-cyrene-magas,Kingdom of Cyrene under Magas,en,Latn,preferred,1,,,src-persee-a9866e5e43d7,reviewed
name-kingdom-cyrene-magas-grc-ancient,kingdom-cyrene-magas,Κυρήνη,grc,Grek,ancient,0,,,src-persee-a9866e5e43d7,reviewed
name-kingdom-epirus-aeacid-el-preferred,kingdom-epirus-aeacid,Βασίλειο της Ηπείρου των Αιακιδών,el,Grek,preferred,1,,,src-cambridge-96106a304cc6,reviewed
name-kingdom-epirus-aeacid-en-preferred,kingdom-epirus-aeacid,Aeacid Kingdom of Epirus,en,Latn,preferred,1,,,src-cambridge-96106a304cc6,reviewed
name-kingdom-epirus-aeacid-grc-ancient,kingdom-epirus-aeacid,Μολοσσοί / Ἤπειρος,grc,Grek,ancient,0,,,src-cambridge-96106a304cc6,reviewed
name-kingdom-greco-bactrian-diodotid-el-preferred,kingdom-greco-bactrian-diodotid,Ελληνοβακτριανό Βασίλειο — Διοδοτίδες,el,Grek,preferred,1,,,src-metmuseum-50fe20dc493f,reviewed
name-kingdom-greco-bactrian-diodotid-en-preferred,kingdom-greco-bactrian-diodotid,Greco-Bactrian Kingdom — Diodotid Phase,en,Latn,preferred,1,,,src-metmuseum-50fe20dc493f,reviewed
name-kingdom-greco-bactrian-diodotid-grc-ancient,kingdom-greco-bactrian-diodotid,Βακτριανή,grc,Grek,ancient,0,,,src-metmuseum-50fe20dc493f,reviewed
name-kingdom-greco-bactrian-eucratid-el-preferred,kingdom-greco-bactrian-eucratid,Ελληνοβακτριανό Βασίλειο — Ευκρατίδες,el,Grek,preferred,1,,,src-iranicaonline-2bb61f112fc3,reviewed
name-kingdom-greco-bactrian-eucratid-en-preferred,kingdom-greco-bactrian-eucratid,Greco-Bactrian Kingdom — Eucratid Phase,en,Latn,preferred,1,,,src-iranicaonline-2bb61f112fc3,reviewed
name-kingdom-greco-bactrian-eucratid-grc-ancient,kingdom-greco-bactrian-eucratid,Βακτριανή,grc,Grek,ancient,0,,,src-iranicaonline-2bb61f112fc3,reviewed
name-kingdom-greco-bactrian-euthydemid-el-preferred,kingdom-greco-bactrian-euthydemid,Ελληνοβακτριανό Βασίλειο — Ευθυδημίδες,el,Grek,preferred,1,,,src-iranicaonline-d4697d4d5c1a,reviewed
name-kingdom-greco-bactrian-euthydemid-en-preferred,kingdom-greco-bactrian-euthydemid,Greco-Bactrian Kingdom — Euthydemid Phase,en,Latn,preferred,1,,,src-iranicaonline-d4697d4d5c1a,reviewed
name-kingdom-greco-bactrian-euthydemid-grc-ancient,kingdom-greco-bactrian-euthydemid,Βακτριανή,grc,Grek,ancient,0,,,src-iranicaonline-d4697d4d5c1a,reviewed
name-kingdom-indo-greek-early-el-preferred,kingdom-indo-greek-early,Πρώιμο Ινδοελληνικό Βασίλειο,el,Grek,preferred,1,,,src-iranicaonline-612dff96c99c,reviewed
name-kingdom-indo-greek-early-en-preferred,kingdom-indo-greek-early,Early Indo-Greek Kingdom,en,Latn,preferred,1,,,src-iranicaonline-612dff96c99c,reviewed
name-kingdom-indo-greek-late-el-preferred,kingdom-indo-greek-late,Ύστερα Ινδοελληνικά Βασίλεια,el,Grek,preferred,1,,,src-iranicaonline-612dff96c99c,reviewed
name-kingdom-indo-greek-late-en-preferred,kingdom-indo-greek-late,Late Indo-Greek Kingdoms,en,Latn,preferred,1,,,src-iranicaonline-612dff96c99c,reviewed
name-kingdom-indo-greek-menandrid-el-preferred,kingdom-indo-greek-menandrid,Ινδοελληνικό Βασίλειο του Μενάνδρου,el,Grek,preferred,1,,,src-iranicaonline-612dff96c99c,reviewed
name-kingdom-indo-greek-menandrid-en-preferred,kingdom-indo-greek-menandrid,Indo-Greek Kingdom — Menander Phase,en,Latn,preferred,1,,,src-iranicaonline-612dff96c99c,reviewed
name-kingdom-iolcos-palatial-el-preferred,kingdom-iolcos-palatial,Ανακτορικό κράτος της Ιωλκού,el,Grek,preferred,1,,,src-odysseus-589898851f92,reviewed
name-kingdom-iolcos-palatial-en-preferred,kingdom-iolcos-palatial,Iolcos Palatial State,en,Latn,preferred,1,,,src-odysseus-589898851f92,reviewed
